,title,abstract,summary,date
872,Crustal melting in orogenic belts revealed by eclogite thermal properties,"Partial melting in the continental crust may play a critical role on the behavior of continents during collision. However, the occurrence of partial melt in orogenic continental crust is not well understood. Since the temperature of the orogen is controlled by the thermal properties of constituent rocks, we measured the thermal conductivity and diffusivity of eclogite, the most important ultrahigh pressure metamorphic rocks, as a function of pressure, temperature, composition, and water content, and simulated the thermal structure of the Sulu and Himalaya-Tibet orogens in eastern and southwestern China, respectively. Our results show that the temperature at ~30-km depth beneath the orogens reaches the solidus of wet granite and phengite (~940 K), therefore, the partial melting in the orogenic continental crust is well explained. The melt may facilitate the exhumation of subducted crust, produce the low seismic-velocity zone, and cause the high-conductivity anomaly in the shallow depth of orogenic belts.","By measuring the thermal properties of eclogite at high pressures, the authors found that temperature of orogenic continental crust is sufficient to melt granite and phengite, leading to low-velocity and high-conductivity anomalies in orogenic belts.",2022-08-09
873,Met1-specific motifs conserved in OTUB subfamily of green plants enable rice OTUB1 to hydrolyse Met1 ubiquitin chains,"Linear (Met1-linked) ubiquitination is involved inflammatory and innate immune signaling. Previous studies have characterized enzymes regulating the addition and removal of this modification in mammalian systems. However, only a few plant-derived deubiquitinases targeting Met1-linked ubiquitin chains have been reported and their mechanism of action remains elusive. Here, using a dehydroalanine-bearing Met1-diubiquitin suicide probe, we discover OTUB1 from Oryza sativa (OsOTUB1) as a Met1-linked ubiquitin chain-targeting deubiquitinase. By solving crystal structures of apo OsOTUB1 and an OsOTUB1/Met1-diubiquitin complex, we find that Met1 activity is conferred by Met1-specific motifs in the S1’ pocket of OsOTUB1. Large-scale sequence alignments and hydrolysis experiments provide evidence that these motifs are a general determinant of Met1 activity in the OTUB subfamily across species. Analysis of the species distribution of OTUBs capable of hydrolysing Met1-linked ubiquitin chains shows that this activity is conserved in green plants (Viridiplantae) and does not exist in metazoans, providing insights into the evolutionary differentiation between primitive plants and animals.","Deubiquitinases (DUBs) targeting Met1-linked ubiquitin chains have important functions in mammals but are barely studied in plants. Here, the authors identify rice OTUB1 as a Met1-targeting DUB, characterize the structural determinants of this activity, and show that these features are conserved in green plants.",2022-08-09
874,A CRISPR-based ultrasensitive assay detects attomolar concentrations of SARS-CoV-2 antibodies in clinical samples,"CRISPR diagnostics are powerful tools for detecting nucleic acids but are generally not deployable for the detection of clinically important proteins. Here, we report an ultrasensitive CRISPR-based antibody detection (UCAD) assay that translates the detection of anti-SARS-CoV-2 antibodies into CRISPR-based nucleic acid detection in a homogeneous solution and is 10,000 times more sensitive than the classic immunoassays. Clinical validation using serum samples collected from the general population (n = 197), demonstrates that UCAD has 100% sensitivity and 98.5% specificity. With ultrahigh sensitivity, UCAD enables the quantitative analysis of serum anti-SARS-CoV-2 levels in vaccinated kidney transplant recipients who are shown to produce “undetectable” anti-SARS-CoV-2 using standard immunoassay. Because of the high sensitivity and simplicity, we anticipate that, upon further clinical validation against large cohorts of clinical samples, UCAD will find wide applications for clinical uses in both centralized laboratories and point-of-care settings.","CRISPR diagnostics are routinely used for the detecting nucleic acids, but rarely for clinically important proteins. Here, by translating a CRISPR-based DNA test into an ultrasensitive assay for antibodies, the authors achieve antibody detection from serum samples at attomolar concentrations.",2022-08-09
875,Electronic gap characterization at mesoscopic scale via scanning probe microscopy under ambient conditions,"Electronic gaps play an important role in the electric and optical properties of materials. Although various experimental techniques, such as scanning tunnelling spectroscopy and optical or photoemission spectroscopy, are normally used to perform electronic band structure characterizations, it is still challenging to measure the electronic gap at the nanoscale under ambient conditions. Here we report a scanning probe microscopic technique to characterize the electronic gap with nanometre resolution at room temperature and ambient pressure. The technique probes the electronic gap by monitoring the changes of the local quantum capacitance via the Coulomb force at a mesoscopic scale. We showcase this technique by characterizing several 2D semiconductors and van der Waals heterostructures under ambient conditions.","The nanoscale measurement of electronic bandgaps is crucial for material characterization, but it is usually performed under cryogenic conditions. Here, the authors report a scanning probe method to determine the electronic bandgap of 2D semiconductors at the nanoscale by monitoring their quantum capacitance under ambient conditions.",2022-08-08
876,Thy1 marks a distinct population of slow-cycling stem cells in the mouse epidermis,"The presence of distinct stem cells that maintain the interfollicular epidermis is highly debated. Here, we report a population of keratinocytes, marked by Thy1, in the basal layer of the interfollicular epidermis. We find that epidermal cells expressing differential levels of Thy1 display distinct transcriptional signatures. Thy1+ keratinocytes do not express T cell markers, express a unique transcriptional profile, cycle significantly slower than basal epidermal progenitors and display significant expansion potential in vitro. Multicolor lineage tracing analyses and mathematical modeling reveal that Thy1+ basal keratinocytes do not compete neutrally alike interfollicular progenitors and contribute long-term to both epidermal replenishment and wound repair. Importantly, ablation of Thy1+ cells strongly impairs these processes, thus indicating the non-redundant function of Thy1+ stem cells in the epidermis. Collectively, these results reveal a distinct stem cell population that plays a critical role in epidermal homeostasis and repair.",Koren and Feldman et al. report a distinct population of Thy1-expressing stem cells in the basal layer of the mouse epidermis. These stem cells do not compete neutrally and contribute long-term to both epidermal replenishment and wound repair.,2022-08-08
877,Cytosine base editing systems with minimized off-target effect and molecular size,"Cytosine base editing enables the installation of specific point mutations without double-strand breaks in DNA and is advantageous for various applications such as gene therapy, but further reduction of off-target risk and development of efficient delivery methods are desired. Here we show structure-based rational engineering of the cytosine base editing system Target-AID to minimize its off-target effect and molecular size. By intensive and careful truncation, DNA-binding domain of its deaminase PmCDA1 is eliminated and additional mutations are introduced to restore enzyme function. The resulting tCDA1EQ is effective in N-terminal fusion (AID-2S) or inlaid architecture (AID-3S) with Cas9, showing minimized RNA-mediated editing and gRNA-dependent/independent DNA off-targets, as assessed in human cells. Combining with the smaller Cas9 ortholog system (SaCas9), a cytosine base editing system is created that is within the size limit of AAV vector.","Base editing is promising for gene therapy, but in vivo delivery has been limiting. Here the authors perform structure-based rational engineering of the cytosine base editing system Target-AID to minimise off-target effects and decrease its size.",2022-08-08
878,Competition between hematopoietic stem and progenitor cells controls hematopoietic stem cell compartment size,"Cellular competition for limiting hematopoietic factors is a physiologically regulated but poorly understood process. Here, we studied this phenomenon by hampering hematopoietic progenitor access to Leptin receptor+ mesenchymal stem/progenitor cells (MSPCs) and endothelial cells (ECs). We show that HSC numbers increase by 2-fold when multipotent and lineage-restricted progenitors fail to respond to CXCL12 produced by MSPCs and ECs. HSCs are qualitatively normal, and HSC expansion only occurs when early hematopoietic progenitors but not differentiated hematopoietic cells lack CXCR4. Furthermore, the MSPC and EC transcriptomic heterogeneity is stable, suggesting that it is impervious to major changes in hematopoietic progenitor interactions. Instead, HSC expansion correlates with increased availability of membrane-bound stem cell factor (mSCF) on MSPCs and ECs presumably due to reduced consumption by cKit-expressing hematopoietic progenitors. These studies suggest that an intricate homeostatic balance between HSCs and proximal hematopoietic progenitors is regulated by cell competition for limited amounts of mSCF.","Hematopoietic stem cells (HSCs) rely on a combination of paracrine signals produced by their niche, including SCF. Here the authors show that HSCs and hematopoietic progenitors compete for limited amounts of membrane-bound SCF.",2022-08-08
879,Tectonically-driven oxidant production in the hot biosphere,"Genomic reconstructions of the common ancestor to all life have identified genes involved in H2O2 and O2 cycling. Commonly dismissed as an artefact of lateral gene transfer after oxygenic photosynthesis evolved, an alternative is a geological source of H2O2 and O2 on the early Earth. Here, we show that under oxygen-free conditions high concentrations of H2O2 can be released from defects on crushed silicate rocks when water is added and heated to temperatures close to boiling point, but little is released at temperatures <80 °C. This temperature window overlaps the growth ranges of evolutionary ancient heat-loving and oxygen-respiring Bacteria and Archaea near the root of the Universal Tree of Life. We propose that the thermal activation of mineral surface defects during geological fault movements and associated stresses in the Earth’s crust was a source of oxidants that helped drive the (bio)geochemistry of hot fractures where life first evolved.",Researchers at Newcastle University have discovered a mechanism by which earthquakes create bursts of hydrogen peroxide and oxygen in hot underground fractures. These may have played a vital role in the early evolution and origin of life on Earth.,2022-08-08
880,A 33-residue peptide tag increases solubility and stability of Escherichia coli produced single-chain antibody fragments,"Single-chain variable fragments (scFvs), composed of variable domains of heavy and light chains of an antibody joined by a linker, share antigen binding capacity with their parental antibody. Due to intrinsically low solubility and stability, only two Escherichia coli-produced scFvs have been approved for therapy. Here we report that a 33-residue peptide, termed P17 tag, increases the solubility of multiple scFvs produced in Escherichia coli SHuffle strain by up to 11.6 fold. Hydrophilic sequence, especially charged residues, but not the predicted α-helical secondary structure of P17 tag, contribute to the solubility enhancement. Notably, the P17 tag elevates the thermostability of scFv as efficiently as intra-domain disulfide bonds. Moreover, a P17-tagged scFv targeting hepatitis B virus surface proteins shows over two-fold higher antigen-binding affinity and virus-neutralizing activity than the untagged version. These data strongly suggest a type I intramolecular chaperone-like activity of the P17 tag. Hence, the P17 tag could benefit the research, production, and application of scFv.",Low solubility and stability of Escherichia coli produced single chain variable fragments (scFvs) restrict their applications. Here the authors report a 33-residue peptide tag which simultaneously increases the solubility and thermostability of multiple scFvs produced in Escherichia coli SHuffle strain.,2022-08-08
881,Quantum-assisted distortion-free audio signal sensing,"Quantum sensors are known for their high sensitivity in sensing applications. However, this sensitivity often comes with severe restrictions on other parameters which are also important. Examples are that in measurements of arbitrary signals, limitation in linear dynamic range could introduce distortions in magnitude and phase of the signal. High frequency resolution is another important feature for reconstructing unknown signals. Here, we demonstrate a distortion-free quantum sensing protocol that combines a quantum phase-sensitive detection with heterodyne readout. We present theoretical and experimental investigations using nitrogen-vacancy centers in diamond, showing the capability of reconstructing audio frequency signals with an extended linear dynamic range and high frequency resolution. Melody and speech based signals are used for demonstrating the features. The methods could broaden the horizon for quantum sensors towards applications, e.g. telecommunication in challenging environment, where low-distortion measurements are required at multiple frequency bands within a limited volume.","High sensitivity in quantum sensing comes often at the expense of other figures of merit, usually resulting in distortion. Here, the authors propose a protocol with good sensitivity, readout linearity and high frequency resolution, and benchmark it through signal measurements at audio bands with NV centers.",2022-08-08
882,Inequality of household water security follows a Development Kuznets Curve,"Water security requires not only sufficient availability of and access to safe and acceptable quality for domestic uses, but also fair distribution within and across populations. However, a key research gap remains in understanding water security inequality and its dynamics, which in turn creates an impediment to tracking progress towards sustainable development. Therefore, we analyse the inequality of water security using data from 7603 households across 28 sites in 22 low- and middle-income countries, measured using the Household Water Insecurity Experiences Scale. Here we show an inverted-U shaped relationship between site water security and inequality of household water security. This Kuznets-like curve suggests a process that as water security grows, the inequality of water security first increases then decreases. This research extends the Kuznets curve applications and introduces the Development Kuznets Curve concept. Its practical implications support building water security and achieving more fair, inclusive, and sustainable development.",A new study considering data from 7603 households across 28 sites in 22 low- and middle-income countries show that inequality of household water security follows a Development Kuznets Curve.,2022-08-08
883,Topological superfluid defects with discrete point group symmetries,"Discrete symmetries are spatially ubiquitous but are often hidden in internal states of systems where they can have especially profound consequences. In this work we create and verify exotic magnetic phases of atomic spinor Bose–Einstein condensates that, despite their continuous character and intrinsic spatial isotropy, exhibit complex discrete polytope symmetries in their topological defects. Using carefully tailored spinor rotations and microwave transitions, we engineer singular line defects whose quantization conditions, exchange statistics, and dynamics are fundamentally determined by these underlying symmetries. We show how filling the vortex line singularities with atoms in a variety of different phases leads to core structures that possess magnetic interfaces with rich combinations of discrete and continuous symmetries. Such defects, with their non-commutative properties, could provide unconventional realizations of quantum information and interferometry.","Ordinary vortex line defects are well-studied across different physical systems. Here the authors demonstrate, in atomic spinor Bose–Einstein condensates, previously unobserved vortex line defects with discrete polytope symmetries, which are of interest to quantum information applications.",2022-08-08
884,Strikingly distinctive NH3-SCR behavior over Cu-SSZ-13 in the presence of NO2,"Commercial Cu-exchanged small-pore SSZ-13 (Cu-SSZ-13) zeolite catalysts are highly active for the standard selective catalytic reduction (SCR) of NO with NH3. However, their activity is unexpectedly inhibited in the presence of NO2 at low temperatures. This is strikingly distinct from the NO2-accelerated NOx conversion over other typical SCR catalyst systems. Here, we combine kinetic experiments, in situ X-ray absorption spectroscopy, and density functional theory (DFT) calculations to obtain direct evidence that under reaction conditions, strong oxidation by NO2 forces Cu ions to exist mainly as CuII species (fw-Cu2+ and NH3-solvated CuII with high CNs), which impedes the mobility of Cu species. The SCR reaction occurring at these CuII sites with weak mobility shows a higher energy barrier than that of the standard SCR reaction on dynamic binuclear sites. Moreover, the NO2-involved SCR reaction tends to occur at the Brønsted acid sites (BASs) rather than the CuII sites. This work clearly explains the strikingly distinctive selective catalytic behavior in this zeolite system.","Cu-SSZ-13 zeolites are highly active for standard NH3-SCR, but their activity is unexpectedly inhibited in the presence of NO2. This work demonstrates that strong oxidation by NO2 forces Cu ions to exist mainly as CuII species with low mobility, which is responsible for this distinctive behavior.",2022-08-08
885,Allosteric modulation of GPCR-induced β-arrestin trafficking and signaling by a synthetic intrabody,"Agonist-induced phosphorylation of G protein-coupled receptors (GPCRs) is a primary determinant of β-arrestin (βarr) recruitment and trafficking. For several GPCRs such as the vasopressin receptor subtype 2 (V2R), agonist-stimulation first drives the translocation of βarrs to the plasma membrane, followed by endosomal trafficking, which is generally considered to be orchestrated by multiple phosphorylation sites. We have previously shown that mutation of a single phosphorylation site in the V2R (i.e., V2RT360A) results in near-complete loss of βarr translocation to endosomes despite robust recruitment to the plasma membrane, and compromised ERK1/2 activation. Here, we discover that a synthetic intrabody (Ib30), which selectively recognizes activated βarr1, efficiently rescues the endosomal trafficking of βarr1 and ERK1/2 activation for V2RT360A. Molecular dynamics simulations reveal that Ib30 enriches active-like βarr1 conformation with respect to the inter-domain rotation, and cellular assays demonstrate that it also enhances βarr1-β2-adaptin interaction. Our data provide an experimental framework to positively modulate the receptor-transducer-effector axis for GPCRs using intrabodies, which can be potentially integrated in the paradigm of GPCR-targeted drug discovery.","G protein-coupled receptors (GPCRs) are integral membrane proteins and the largest class of drug targets in the human genome. Here, Baidya et al. show that a synthetic antibody can be used to modulate GPCR trafficking and signaling in live cells.",2022-08-08
886,Acetate reprograms gut microbiota during alcohol consumption,"Liver damage due to chronic alcohol use is among the most prevalent liver diseases. Alcohol consumption frequency is a strong factor of microbiota variance. Here we use isotope labeled [1-13C] ethanol, metagenomics, and metatranscriptomics in ethanol-feeding and intragastric mouse models to investigate the metabolic impacts of alcohol consumption on the gut microbiota. First, we show that although stable isotope labeled [1-13C] ethanol contributes to fatty acid pools in the liver, plasma, and cecum contents of mice, there is no evidence of ethanol metabolism by gut microbiota ex vivo under anaerobic conditions. Next, we observe through metatranscriptomics that the gut microbiota responds to ethanol-feeding by activating acetate dissimilation, not by metabolizing ethanol directly. We demonstrate that blood acetate concentrations are elevated during ethanol consumption. Finally, by increasing systemic acetate levels with glyceryl triacetate supplementation, we do not observe any impact on liver disease, but do induce similar gut microbiota alterations as chronic ethanol-feeding in mice. Our results show that ethanol is not directly metabolized by the gut microbiota, and changes in the gut microbiota linked to ethanol are a side effect of elevated acetate levels. De-trending for these acetate effects may be critical for understanding gut microbiota changes that cause alcohol-related liver disease.","Chronic alcohol use is associated with intestinal bacterial overgrowth and dysbiosis, but the contribution of ethanol is unclear. Here, using mouse models, the authors find that ethanol is not directly metabolized by the gut microbiota, and that induced changes are rather a side effect of elevated acetate levels.",2022-08-08
887,Competing effects of vegetation density on sedimentation in deltaic marshes,"Marsh vegetation, a definitive component of delta ecosystems, has a strong effect on sediment retention and land-building, controlling both how much sediment can be delivered to and how much is retained by the marsh. An understanding of how vegetation influences these processes would improve the restoration and management of marshes. We use a random displacement model to simulate sediment transport, deposition, and resuspension within a marsh. As vegetation density increases, velocity declines, which reduces sediment supply to the marsh, but also reduces resuspension, which enhances sediment retention within the marsh. The competing trends of supply and retention produce a nonlinear relationship between sedimentation and vegetation density, such that an intermediate density yields the maximum sedimentation. Two patterns of sedimentation spatial distribution emerge in the simulation, and the exponential distribution only occurs when resuspension is absent. With resuspension, sediment is delivered farther into the marsh and in a uniform distribution. The model was validated with field observations of sedimentation response to seasonal variation in vegetation density observed in a marsh within the Mississippi River Delta.","Wetland vegetation is typically considered only in terms of enhancing sediment accretion and positively impacting land-building. Here, the authors show that the degree of enhancement has a strong dependence on vegetation density through the influence on sediment supply and retention.",2022-08-08
888,A quantitative analysis of various patterns applied in lattice light sheet microscopy,"Light sheet microscopes reduce phototoxicity and background and improve imaging speed compared to widefield and confocal microscopes. However, when equipped with Gaussian beams, the axial resolving power of a light sheet microscope and the observable field of view are inversely related. Light sheets based on dithered optical lattices improve axial resolution and beam uniformity compared Gaussian beams by using axially structured illumination patterns. However, these advantages come at the expense of an increased total illumination to the specimen and a decreased axial confinement of the illumination pattern. Using simulations and experimental measurements in fixed and live cells, we quantify the differences between Gaussian and lattice light sheets on beam uniformity, axial resolution, lateral resolution, and photobleaching. We demonstrate how different optical lattice illumination patterns can be tuned to prioritize either axial resolution or optical sectioning. Finally, we introduce an approach to spectrally fuse sequential acquisitions of different lattice light sheet patterns with complementary optical properties to achieve both high resolution and low background images.",Light sheet microscopes reduce phototoxicity and background while improving imaging speed compared to widefield and confocal microscopes. Here the authors quantify the differences between Gaussian and lattice light sheets using simulations and experimental data in fixed and live cells.,2022-08-08
889,Superfluid stiffness of a KTaO3-based two-dimensional electron gas,"After almost twenty years of intense work on the celebrated LaAlO3/SrTiO3system, the recent discovery of a superconducting two-dimensional electron gas (2-DEG) in (111)-oriented KTaO3-based heterostructures injects new momentum to the field of oxides interface. However, while both interfaces share common properties, experiments also suggest important differences between the two systems. Here, we report gate tunable superconductivity in 2-DEGs generated at the surface of a (111)-oriented KTaO3 crystal by the simple sputtering of a thin Al layer. We extract the superfluid stiffness of the 2-DEGs and show that its temperature dependence is consistent with a node-less superconducting order parameter having a gap value larger than expected within a simple BCS weak-coupling limit model. The superconducting transition follows the Berezinskii-Kosterlitz-Thouless scenario, which was not reported on SrTiO3-based interfaces. Our finding offers innovative perspectives for fundamental science but also for device applications in a variety of fields such as spin-orbitronics and topological electronics.","Heterostructures based on (111)-oriented KTaO3crystals are a new platform for studying oxide interfaces. Gate-tunable superconductivity in 2D electron gases at the surface of (111)-oriented KTaO3is now reported, with the superconducting transition being of the Berezinskii-Kosterlitz-Thouless type.",2022-08-08
890,Native metabolomics identifies the rivulariapeptolide family of protease inhibitors,"The identity and biological activity of most metabolites still remain unknown. A bottleneck in the exploration of metabolite structures and pharmaceutical activities is the compound purification needed for bioactivity assignments and downstream structure elucidation. To enable bioactivity-focused compound identification from complex mixtures, we develop a scalable native metabolomics approach that integrates non-targeted liquid chromatography tandem mass spectrometry and detection of protein binding via native mass spectrometry. A native metabolomics screen for protease inhibitors from an environmental cyanobacteria community reveals 30 chymotrypsin-binding cyclodepsipeptides. Guided by the native metabolomics results, we select and purify five of these compounds for full structure elucidation via tandem mass spectrometry, chemical derivatization, and nuclear magnetic resonance spectroscopy as well as evaluation of their biological activities. These results identify rivulariapeptolides as a family of serine protease inhibitors with nanomolar potency, highlighting native metabolomics as a promising approach for drug discovery, chemical ecology, and chemical biology studies.","Bioactivity-guided isolation of specialized metabolites is an iterative process. Here, the authors demonstrate a native metabolomics approach that allows for fast screening of complex metabolite extracts against a protein of interest and simultaneous structure annotation.",2022-08-08
891,A neural circuit for wind-guided olfactory navigation,"To navigate towards a food source, animals frequently combine odor cues about source identity with wind direction cues about source location. Where and how these two cues are integrated to support navigation is unclear. Here we describe a pathway to the Drosophila fan-shaped body that encodes attractive odor and promotes upwind navigation. We show that neurons throughout this pathway encode odor, but not wind direction. Using connectomics, we identify fan-shaped body local neurons called h∆C that receive input from this odor pathway and a previously described wind pathway. We show that h∆C neurons exhibit odor-gated, wind direction-tuned activity, that sparse activation of h∆C neurons promotes navigation in a reproducible direction, and that h∆C activity is required for persistent upwind orientation during odor. Based on connectome data, we develop a computational model showing how h∆C activity can promote navigation towards a goal such as an upwind odor source. Our results suggest that odor and wind cues are processed by separate pathways and integrated within the fan-shaped body to support goal-directed navigation.","Flies navigate to food sources by combining odour and wind-direction cues. This study identifies pathways to the fan-shaped body that encode these signals, and demonstrates how local neurons integrate odour- and wind information to guide navigation.",2022-08-08
892,Boosting the stability of perovskites with exsolved nanoparticles by B-site supplement mechanism,"Perovskites with exsolved nanoparticles (P-eNs) have immense potentials for carbon dioxide (CO2) reduction in solid oxide electrolysis cell. Despite the recent achievements in promoting the B-site cation exsolution for enhanced catalytic activities, the unsatisfactory stability of P-eNs at high voltages greatly impedes their practical applications and this issue has not been elucidated. In this study, we reveal that the formation of B-site vacancies in perovskite scaffold is the major contributor to the degradation of P-eNs; we then address this issue by fine-regulating the B-site supplement of the reduced Sr2Fe1.3Ni0.2Mo0.5O6-δ using foreign Fe sources, achieving a robust perovskite scaffold and prolonged stability performance. Furthermore, the degradation mechanism from the perspective of structure stability of perovskite has also been proposed to understand the origins of performance deterioration. The B-site supplement endows P-eNs with the capability to become appealing electrocatalysts for CO2 reduction and more broadly, for other energy storage and conversion systems.","The instability of perovskites with exsolved nanoparticles for CO2 electrocatalysis impedes their practical applications. Here, the authors show the formation of B-site vacancies in perovskite substrate as a major contributor to the degradation and report a strategy to enhance the stability of the perovskites at high voltages.",2022-08-08
893,Searching for ultra-light bosons and constraining black hole spin distributions with stellar tidal disruption events,"Stars that pass close to the supermassive black holes located in the center of galaxies can be disrupted by tidal forces, leading to flares that are observed as bright transient events in sky surveys. The rate for these events to occur depends on the black hole spins, which in turn can be affected by ultra-light bosons due to superradiance. We perform a detailed analysis of these effects and show that searches for stellar tidal disruptions have the potential to uncover the existence of ultra-light bosons. In particular, we find that upcoming stellar tidal disruption rate measurements by the Vera Rubin Observatory’s Legacy Survey of Space and Time can be used to either discover or rule out bosons with masses ranging from 10−20 to 10−18 eV. Our analysis also indicates that these measurements may be used to constrain a variety of supermassive black hole spin distributions and determine if close-to maximal spins are preferred.","Stellar tidal disruption events (TDEs) occur when stars pass close enough to supermassive black holes. Here, the authors show that future searches TDEs have potential to uncover the existence of ultralight bosons.",2022-08-08
894,Unified classification and risk-stratification in Acute Myeloid Leukemia,"Clinical recommendations for Acute Myeloid Leukemia (AML) classification and risk-stratification remain heavily reliant on cytogenetic findings at diagnosis, which are present in <50% of patients. Using comprehensive molecular profiling data from 3,653 patients we characterize and validate 16 molecular classes describing 100% of AML patients. Each class represents diverse biological AML subgroups, and is associated with distinct clinical presentation, likelihood of response to induction chemotherapy, risk of relapse and death over time. Secondary AML-2, emerges as the second largest class (24%), associates with high-risk disease, poor prognosis irrespective of flow Minimal Residual Disease (MRD) negativity, and derives significant benefit from transplantation. Guided by class membership we derive a 3-tier risk-stratification score that re-stratifies 26% of patients as compared to standard of care. This results in a unified framework for disease classification and risk-stratification in AML that relies on information from cytogenetics and 32 genes. Last, we develop an open-access patient-tailored clinical decision support tool.","Classification and risk-stratification for Acute Myeloid Leukemia (AML) at diagnosis are primarily based on cytogenetics and only a few gene mutations. Here, the authors study the genomic landscape of 3653 AML patients and characterize 16 non-overlapping molecular subgroups of clinical relevance for disease classification and risk prognostication.",2022-08-08
895,Electrically tunable two-dimensional heterojunctions for miniaturized near-infrared spectrometers,"Miniaturized spectrometers are of considerable interest for their portability. Most designs to date employ a photodetector array with distinct spectral responses or require elaborated integration of micro & nano optic modules, typically with a centimeter-scale footprint. Here, we report a design of a micron-sized near-infrared ultra-miniaturized spectrometer based on two-dimensional van der Waals heterostructure (2D-vdWH). By introducing heavy metal atoms with delocalized electronic orbitals between 2D-vdWHs, we greatly enhance the interlayer coupling and realize electrically tunable infrared photoresponse (1.15 to 1.47 μm). Combining the gate-tunable photoresponse and regression algorithm, we achieve spectral reconstruction and spectral imaging in a device with an active footprint < 10 μm. Considering the ultra-small footprint and simple fabrication process, the 2D-vdWHs with designable bandgap energy and enhanced photoresponse offer an attractive solution for on-chip infrared spectroscopy.","Miniaturized infrared spectrometers are required for imaging and remote sensing applications, but they are usually characterized by a cm-scale footprint. Here, the authors report the realization of near-infrared spectrometers based on Au-atom-intercalated ReS2/WSe2 heterostructures with an active footprint < 10 μm and electrically tunable photoresponse.",2022-08-08
896,FERARI and cargo adaptors coordinate cargo flow through sorting endosomes,"Cellular organization, compartmentalization and cell-to-cell communication are crucially dependent on endosomal pathways. Sorting endosomes provide a transit point for various trafficking pathways and decide the fate of proteins: recycling, secretion or degradation. FERARI (Factors for Endosome Recycling and Rab Interactions) play a key role in shaping these compartments and coordinate Rab GTPase function with membrane fusion and fission of vesicles through a kiss-and-run mechanism. Here, we show that FERARI also mediate kiss-and-run of Rab5-positive vesicles with sorting endosomes. During these encounters, cargo flows from Rab5-positive vesicles into sorting endosomes and from there in Rab11-positive vesicles. Cargo flow from sorting endosomes into Rab11 structures relies on the cargo adaptor SNX6, while cargo retention in the Rab11 compartment is dependent on AP1. The available cargo amount appears to regulate the duration of kisses. We propose that FERARI, together with cargo adaptors, coordinate the vectorial flow of cargo through sorting endosomes.","It is estimated that about 80% of endocytosed material is recycled back to the plasma membrane. Here, the authors show that kiss-and-run of Rab5 early endocytic and Rab11 recycling vesicles on sorting endosomes allow cargo flow, providing more robustness and fidelity to the sorting process.",2022-08-08
897,Scarf enables a highly memory-efficient analysis of large-scale single-cell genomics data,"As the scale of single-cell genomics experiments grows into the millions, the computational requirements to process this data are beyond the reach of many. Herein we present Scarf, a modularly designed Python package that seamlessly interoperates with other single-cell toolkits and allows for memory-efficient single-cell analysis of millions of cells on a laptop or low-cost devices like single-board computers. We demonstrate Scarf’s memory and compute-time efficiency by applying it to the largest existing single-cell RNA-Seq and ATAC-Seq datasets. Scarf wraps memory-efficient implementations of a graph-based t-stochastic neighbour embedding and hierarchical clustering algorithm. Moreover, Scarf performs accurate reference-anchored mapping of datasets while maintaining memory efficiency. By implementing a subsampling algorithm, Scarf additionally has the capacity to generate representative sampling of cells from a given dataset wherein rare cell populations and lineage differentiation trajectories are conserved. Together, Scarf provides a framework wherein any researcher can perform advanced processing, subsampling, reanalysis, and integration of atlas-scale datasets on standard laptop computers. Scarf is available on Github: https://github.com/parashardhapola/scarf.","As the scale of single-cell genomics experiments grows into the millions, the computational requirements to process this data are beyond the reach of many. Here the authors present Scarf, a modularly designed Python package that makes the analysis workflow highly memory efficient such that even the largest existing datasets can be analyzed on an average modern laptop.",2022-08-08
898,Proteomic characterization of the Toxoplasma gondii cytokinesis machinery portrays an expanded hierarchy of its assembly and function,"The basal complex (BC) is essential for T. gondii cell division but mechanistic details are lacking. Here we report a reciprocal proximity based biotinylation approach to map the BC’s proteome. We interrogate the resulting map for spatiotemporal dynamics and function by disrupting the expression of components. This highlights four architecturally distinct BC subcomplexes, the compositions of which change dynamically in correlation with changes in BC function. We identify BCC0 as a protein undergirding BC formation in five foci that precede the same symmetry seen in the apical annuli and IMC sutures. Notably, daughter budding from BCC0 progresses bidirectionally: the apical cap in apical and the rest of the IMC in basal direction. Furthermore, the essential role of the BC in cell division is contained in BCC4 and MORN1 that form a ‘rubber band’ to sequester the basal end of the assembling daughter cytoskeleton. Finally, we assign BCC1 to the non-essential, final BC constriction step.","The basal complex is orchestrating Toxoplasma gondii cell division steps. Here, the authors use proximity biotinylation to map the proteome of this contractile ring, identify components acting on its formation, stability and constriction, and reveal bidirectional daughter budding.",2022-08-08
899,Measuring anion binding at biomembrane interfaces,"The quantification of anion binding by molecular receptors within lipid bilayers remains challenging. Here we measure anion binding in lipid bilayers by creating a fluorescent macrocycle featuring a strong sulfate affinity. We find the determinants of anion binding in lipid bilayers to be different from those expected that govern anion binding in solution. Charge-dense anions H2PO4– and Cl– that prevail in dimethyl sulfoxide fail to bind to the macrocycle in lipids. In stark contrast, ClO4– and I– that hardly bind in dimethyl sulfoxide show surprisingly significant affinities for the macrocycle in lipids. We reveal a lipid bilayer anion binding principle that depends on anion polarisability and bilayer penetration depth of complexes leading to unexpected advantages of charge-diffuse anions. These insights enhance our understanding of how biological systems select anions and guide the design of functional molecular systems operating at biomembrane interfaces.","Quantification of anion binding by molecular receptors within lipid bilayers is challenging. Here, the authors synthesise a high-affinity macrocyclic anion receptor which provides insights into determinants of anion binding within lipid bilayers.",2022-08-08
